PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, AC09
Station name, KayakIsl__AK2007
Begin Date, 2007-08-26
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC09.pbo.igs08.pos
Offset from source file, 74.95 mm North, -84.06 mm East, 5.05 mm Vertical
Reference position, 59.8684791497 North Latitude, -144.5238475695 East Longitude, 368.88533 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-10-29,117.85, -215.99, 19.80, 1.59, 1.18, 4.86, suppf,
2014-10-30,117.31, -214.62, 18.21, 1.64, 1.17, 4.9, suppf,
2014-10-31,118.92, -214.49, 23.67, 1.52, 1.12, 4.61, suppf,
2014-11-01,118.27, -216.50, 27.64, 1.59, 1.17, 4.8, suppf,
2014-11-02,116.35, -215.08, 23.89, 1.77, 1.27, 5.34, suppf,
2014-11-03,119.08, -216.16, 19.47, 1.88, 1.35, 5.69, suppf,
2014-11-04,118.12, -214.61, 18.31, 1.69, 1.24, 4.95, suppf,
2014-11-05,118.97, -217.20, 16.55, 1.79, 1.29, 5.44, suppf,
2014-11-06,119.14, -215.71, 17.30, 1.46, 1.08, 4.45, suppf,
2014-11-07,118.46, -216.56, 15.19, 1.72, 1.24, 5.24, suppf,
2014-11-08,118.32, -216.50, 18.22, 1.85, 1.34, 5.62, suppf,
2014-11-09,120.34, -214.90, 17.28, 1.79, 1.28, 5.44, suppf,
2014-11-10,119.05, -215.01, 14.89, 1.75, 1.27, 5.16, suppf,
2014-11-11,118.58, -214.15, 10.84, 1.52, 1.12, 4.7, suppf,
2014-11-12,117.20, -212.38, 19.11, 1.75, 1.26, 5.32, suppf,
2014-11-13,119.44, -215.08, 13.94, 1.53, 1.1, 4.63, suppf,
2014-11-14,119.45, -214.91, 12.95, 1.41, 1, 4.24, suppf,
2014-11-15,120.34, -215.44, 15.74, 1.5, 1.1, 4.51, suppf,
2014-11-16,122.93, -216.99, 11.56, 2.02, 1.45, 6.11, suppf,
2014-11-17,120.28, -216.76, 12.98, 1.58, 1.14, 4.7, suppf,
2014-11-18,120.15, -218.30, 18.19, 1.86, 1.39, 5.56, suppf,
2014-11-19,119.51, -215.21, 14.05, 1.73, 1.25, 5.23, suppf,
2014-11-20,119.70, -216.46, 21.14, 1.73, 1.24, 5.22, suppf,
2014-11-21,119.07, -217.23, 31.16, 1.66, 1.2, 5.01, suppf,
2014-11-22,119.11, -216.95, 25.81, 1.84, 1.32, 5.53, suppf,
2014-11-23,119.23, -215.39, 20.42, 1.87, 1.34, 5.62, suppf,
2014-11-24,119.60, -215.87, 19.33, 1.65, 1.19, 4.96, suppf,
2014-11-25,119.29, -216.67, 14.33, 1.41, 1.02, 4.27, suppf,
2014-11-26,118.71, -215.95, 12.77, 1.38, 1.02, 4.26, suppf,
2014-11-27,118.84, -215.99, 13.75, 1.36, 0.99, 4.14, suppf,
2014-11-28,118.24, -216.71, 19.92, 1.36, 0.99, 4.13, suppf,
2014-11-29,118.59, -216.46, 20.32, 1.36, 0.98, 4.13, suppf,
2014-11-30,118.44, -216.11, 19.30, 1.29, 0.94, 3.9, suppf,
2014-12-01,118.94, -216.41, 18.17, 1.27, 0.92, 3.84, suppf,
2014-12-02,118.22, -216.78, 18.36, 1.51, 1.08, 4.58, suppf,
2014-12-03,117.94, -216.43, 18.00, 1.76, 1.26, 5.36, suppf,
2014-12-04,119.58, -217.56, 13.88, 1.67, 1.19, 5.06, suppf,
2014-12-05,120.08, -217.35, 16.56, 1.67, 1.19, 5.07, suppf,
2014-12-06,119.64, -218.32, 16.99, 1.44, 1.04, 4.37, suppf,
2014-12-07,120.46, -220.50, 19.98, 1.57, 1.14, 4.97, suppf,
2014-12-08,119.52, -220.87, 23.98, 1.91, 1.38, 5.86, suppf,
2014-12-09,118.53, -218.82, 28.14, 1.6, 1.16, 4.87, suppf,
2014-12-10,117.38, -218.42, 31.22, 1.45, 1.05, 4.38, suppf,
2014-12-11,117.58, -217.21, 30.72, 1.47, 1.05, 4.43, suppf,
2014-12-12,117.74, -218.66, 25.38, 1.57, 1.17, 4.77, suppf,
2014-12-13,119.12, -218.88, 22.86, 1.69, 1.22, 5.14, suppf,
2014-12-14,118.73, -220.69, 18.28, 1.52, 1.11, 4.64, suppf,
2014-12-15,118.39, -219.89, 15.14, 1.65, 1.19, 5.01, suppf,
2014-12-16,118.22, -219.48, 23.02, 1.74, 1.24, 5.26, suppf,
2014-12-17,120.30, -219.58, 20.21, 1.66, 1.2, 5.06, suppf,
2014-12-18,119.05, -219.52, 23.63, 1.55, 1.14, 4.77, suppf,
2014-12-19,120.32, -222.09, 23.98, 1.63, 1.18, 5.05, suppf,
2014-12-20,118.77, -221.02, 20.09, 1.51, 1.11, 4.63, suppf,
2014-12-21,120.08, -220.24, 23.53, 1.77, 1.28, 5.44, suppf,
2014-12-22,120.51, -220.34, 16.75, 1.54, 1.16, 4.84, suppf,
2014-12-23,119.31, -219.47, 20.96, 1.7, 1.26, 5.27, suppf,
2014-12-24,118.75, -217.49, 15.04, 1.54, 1.14, 4.7, suppf,
2014-12-25,119.92, -219.63, 14.37, 1.54, 1.11, 4.68, suppf,
2014-12-26,118.20, -218.51, 13.87, 1.83, 1.29, 5.56, suppf,
2014-12-27,119.10, -218.60, 10.21, 1.39, 1.01, 4.26, suppf,
2014-12-28,121.19, -219.93, 5.81, 1.45, 1.05, 4.44, suppf,
2014-12-29,122.70, -219.47, 13.67, 1.87, 1.33, 5.77, suppf,
2014-12-30,120.40, -220.69, 10.21, 1.64, 1.18, 5.01, suppf,
2014-12-31,120.04, -220.27, 6.82, 1.77, 1.27, 5.39, suppf,
2015-01-01,119.82, -220.11, 17.15, 1.44, 1.05, 4.42, suppf,
2015-01-02,120.31, -220.81, 15.54, 1.45, 1.07, 4.42, suppf,
2015-01-03,120.94, -219.86, 9.90, 1.41, 1.03, 4.31, suppf,
2015-01-04,120.10, -219.38, 10.08, 1.6, 1.21, 5.08, suppf,
2015-01-05,120.86, -220.54, 13.13, 1.26, 0.92, 3.88, suppf,
2015-01-06,121.31, -219.65, 11.83, 1.49, 1.1, 4.49, suppf,
2015-01-07,120.84, -220.61, 11.52, 1.52, 1.14, 4.66, suppf,
2015-01-08,120.60, -222.85, 13.78, 1.66, 1.19, 5.05, suppf,
2015-01-09,120.41, -220.48, 13.12, 1.59, 1.12, 4.7, suppf,
2015-01-10,119.62, -220.05, 16.13, 1.4, 1.02, 4.27, suppf,
2015-01-11,121.06, -221.44, 17.59, 1.43, 1.03, 4.36, suppf,
2015-01-12,121.28, -221.40, 15.67, 1.51, 1.09, 4.63, suppf,
2015-01-13,121.53, -222.20, 16.72, 1.61, 1.16, 4.88, suppf,
2015-01-14,122.76, -222.99, 15.11, 1.59, 1.17, 4.89, suppf,
2015-01-15,121.46, -224.83, 23.56, 1.48, 1.09, 4.53, suppf,
2015-01-16,122.10, -222.85, 26.31, 1.68, 1.24, 5.11, suppf,
2015-01-17,120.21, -221.48, 23.08, 1.48, 1.09, 4.48, suppf,
2015-01-18,120.51, -219.88, 20.58, 1.51, 1.1, 4.57, suppf,
2015-01-19,121.07, -220.64, 15.48, 1.36, 1.02, 4.16, suppf,
2015-01-20,122.08, -222.43, 14.78, 1.68, 1.24, 5.16, suppf,
2015-01-21,122.06, -222.77, 14.94, 1.44, 1.07, 4.42, suppf,
2015-01-22,120.42, -222.67, 19.77, 1.53, 1.12, 4.69, suppf,
2015-01-23,121.78, -223.51, 19.79, 1.54, 1.13, 4.71, suppf,
2015-01-24,122.24, -223.14, 18.70, 1.54, 1.16, 4.9, suppf,
2015-01-25,121.18, -222.24, 19.04, 1.49, 1.11, 4.6, suppf,
2015-01-26,121.63, -222.79, 17.29, 1.51, 1.13, 4.69, suppf,
2015-01-27,121.97, -222.18, 16.35, 1.33, 0.99, 4.1, suppf,
2015-01-28,122.79, -221.69, 11.79, 1.35, 1, 4.16, suppf,
2015-01-29,124.22, -222.99, 8.09, 1.41, 1.05, 4.32, suppf,
2015-01-30,123.20, -222.16, 7.77, 1.57, 1.16, 4.81, suppf,
2015-01-31,122.03, -221.57, 6.29, 1.43, 1.06, 4.37, suppf,
2015-02-01,122.31, -221.99, 9.97, 1.38, 1.02, 4.27, suppf,
2015-02-02,122.58, -222.09, 19.00, 1.52, 1.11, 4.64, suppf,
2015-02-03,122.62, -222.04, 18.13, 1.32, 0.96, 4.03, suppf,
2015-02-04,123.21, -222.11, 15.47, 1.35, 0.99, 4.13, suppf,
2015-02-05,123.65, -223.03, 16.50, 1.34, 1.01, 4.18, suppf,
2015-02-06,123.29, -222.59, 19.71, 1.32, 1.02, 4.22, suppf,
2015-02-07,123.07, -223.09, 23.01, 1.43, 1.07, 4.38, suppf,
2015-02-08,123.88, -222.51, 15.03, 1.38, 1.04, 4.24, suppf,
2015-02-09,124.41, -222.84, 13.95, 1.56, 1.16, 4.8, suppf,
2015-02-10,125.65, -223.53, 14.13, 1.49, 1.12, 4.61, suppf,
2015-02-11,124.52, -223.40, 18.27, 1.55, 1.15, 4.79, suppf,
2015-02-12,124.67, -223.37, 15.13, 1.54, 1.14, 4.75, suppf,
2015-02-13,124.50, -224.11, 12.34, 1.59, 1.17, 4.89, suppf,
2015-02-14,124.87, -225.31, 14.72, 1.52, 1.13, 4.68, suppf,
2015-02-15,127.20, -224.04, 9.40, 1.53, 1.14, 4.71, suppf,
2015-02-16,125.75, -225.85, 14.10, 1.52, 1.13, 4.67, suppf,
2015-02-17,124.57, -223.92, 14.55, 1.68, 1.25, 5.19, suppf,
2015-02-18,123.20, -223.93, 15.28, 1.6, 1.2, 4.94, suppf,
2015-02-19,124.79, -224.32, 10.75, 1.48, 1.09, 4.5, suppf,
2015-02-20,127.77, -226.31, 5.26, 1.64, 1.2, 5.02, suppf,
2015-02-21,124.53, -225.58, 13.76, 1.7, 1.24, 5.28, suppf,
2015-02-22,126.51, -225.74, 11.27, 1.7, 1.24, 5.25, suppf,
2015-02-23,123.55, -224.95, 14.17, 1.63, 1.23, 5.09, suppf,
2015-02-24,124.43, -225.09, 10.15, 1.61, 1.21, 5, suppf,
2015-02-25,125.16, -224.65, 9.86, 1.5, 1.1, 4.61, suppf,
2015-02-26,125.57, -224.18, 11.67, 1.41, 1.08, 4.35, suppf,
2015-02-27,125.15, -223.69, 12.84, 1.47, 1.11, 4.5, suppf,
2015-02-28,124.58, -224.26, 14.97, 1.59, 1.21, 4.78, suppf,
2015-03-01,125.02, -223.47, 17.35, 1.59, 1.2, 4.93, suppf,
2015-03-02,126.33, -225.72, 14.51, 1.75, 1.31, 5.4, suppf,
2015-03-03,126.60, -226.12, 16.06, 1.63, 1.2, 4.99, suppf,
2015-03-04,126.00, -225.63, 15.71, 1.42, 1.07, 4.39, suppf,
2015-03-05,125.36, -224.56, 14.08, 1.5, 1.16, 4.54, suppf,
2015-03-06,125.31, -224.88, 10.80, 1.51, 1.13, 4.61, suppf,
2015-03-07,126.32, -223.34, 16.34, 1.48, 1.11, 4.57, suppf,
2015-03-08,123.84, -223.44, 16.69, 1.64, 1.19, 4.91, suppf,
2015-03-09,124.21, -225.21, 19.36, 1.42, 1.08, 4.36, suppf,
2015-03-10,125.21, -225.19, 16.49, 1.27, 0.97, 3.93, suppf,
2015-03-11,124.66, -224.92, 12.38, 1.27, 0.97, 3.91, suppf,
2015-03-12,124.38, -224.32, 18.11, 1.33, 0.98, 4.26, suppf,
2015-03-13,124.04, -225.08, 16.21, 1.39, 1.05, 4.31, suppf,
2015-03-14,124.92, -225.47, 22.62, 1.39, 1.03, 4.24, suppf,
2015-03-15,125.59, -225.06, 16.97, 1.28, 0.99, 3.94, suppf,
2015-03-16,127.47, -226.81, 19.45, 1.52, 1.15, 4.69, suppf,
2015-03-17,124.62, -228.28, 10.90, 2.78, 2.08, 8.24, suppf,
2015-03-18,127.44, -225.91, 11.97, 1.91, 1.34, 5.72, suppf,
2015-03-19,125.39, -225.13, 15.89, 1.8, 1.29, 5.43, suppf,
2015-03-20,126.49, -225.38, 9.70, 1.61, 1.18, 5.01, suppf,
2015-03-21,124.99, -225.41, 11.10, 1.56, 1.18, 4.79, suppf,
2015-03-22,124.64, -225.46, 6.67, 1.55, 1.11, 4.59, suppf,
2015-03-23,125.26, -224.95, 11.07, 1.51, 1.16, 4.73, suppf,
2015-03-24,125.34, -225.85, 12.95, 1.5, 1.06, 4.43, suppf,
2015-03-25,125.79, -226.95, 14.61, 1.53, 1.12, 4.68, suppf,
2015-03-26,126.01, -226.86, 19.42, 1.78, 1.28, 5.41, suppf,
2015-03-27,127.96, -225.69, 18.44, 1.78, 1.28, 5.38, suppf,
2015-03-28,128.25, -226.64, 18.33, 1.74, 1.25, 5.34, suppf,
2015-03-29,127.78, -228.42, 19.28, 1.73, 1.24, 5.29, suppf,
2015-03-30,127.97, -228.18, 13.65, 1.69, 1.22, 5.17, suppf,
2015-03-31,126.53, -225.99, 16.62, 1.61, 1.18, 4.91, suppf,
2015-04-01,128.04, -227.00, 16.13, 1.47, 1.1, 4.52, suppf,
2015-04-02,128.87, -229.24, 11.21, 1.62, 1.2, 4.96, suppf,
2015-04-03,127.04, -225.77, 8.56, 1.52, 1.1, 4.57, suppf,
2015-04-04,127.32, -225.95, 8.28, 1.44, 1.07, 4.42, suppf,
2015-04-05,128.47, -226.28, 12.23, 1.51, 1.14, 4.64, suppf,
2015-04-06,128.09, -226.84, 15.40, 1.5, 1.13, 4.62, suppf,
2015-04-07,128.25, -228.86, 15.90, 1.65, 1.22, 5.03, suppf,
2015-04-08,126.66, -226.77, 16.34, 1.66, 1.21, 5, suppf,
2015-04-09,127.17, -227.78, 23.85, 1.67, 1.22, 5.08, suppf,
2015-04-10,128.78, -227.94, 25.52, 1.73, 1.27, 5.28, suppf,
2015-04-11,128.47, -228.25, 28.08, 2.07, 1.41, 6.01, suppf,
2015-04-12,128.21, -228.02, 19.50, 1.61, 1.17, 4.83, suppf,
2015-04-13,127.94, -227.27, 19.72, 1.47, 1.07, 4.41, suppf,
2015-04-14,127.73, -227.25, 14.07, 1.46, 1.1, 4.5, suppf,
2015-04-15,130.40, -229.23, 17.72, 1.79, 1.34, 5.28, suppf,
2015-04-16,127.07, -229.00, 11.78, 1.86, 1.34, 5.49, suppf,
2015-04-17,128.32, -227.29, 11.50, 1.94, 1.32, 5.69, suppf,
2015-04-18,127.85, -229.86, 7.60, 1.61, 1.17, 4.87, suppf,
2015-04-19,126.67, -229.64, 13.29, 1.92, 1.44, 5.84, suppf,
2015-04-20,127.95, -226.76, 12.99, 1.94, 1.41, 5.9, suppf,
2015-04-21,127.42, -228.22, 13.56, 1.95, 1.4, 5.78, suppf,
2015-04-22,129.10, -228.81, 7.53, 1.8, 1.27, 5.37, suppf,
2015-04-23,128.67, -227.35, 11.05, 1.41, 1.06, 4.34, suppf,
2015-04-24,126.84, -226.94, 7.79, 1.46, 1.06, 4.4, suppf,
2015-04-25,127.81, -227.98, 8.77, 1.52, 1.12, 4.64, suppf,
2015-04-26,127.88, -229.99, 11.95, 1.54, 1.14, 4.77, suppf,
2015-04-27,129.99, -230.54, 12.57, 1.69, 1.24, 5.08, suppf,
2015-04-28,128.02, -228.27, 14.87, 1.5, 1.09, 4.53, suppf,
2015-04-29,128.72, -229.05, 11.09, 1.57, 1.16, 4.79, suppf,
2015-04-30,127.08, -227.53, 9.50, 1.55, 1.15, 4.71, suppf,
2015-05-01,129.08, -228.00, 9.67, 1.44, 1.09, 4.42, suppf,
2015-05-02,128.52, -228.69, 8.88, 1.4, 1.04, 4.3, suppf,
2015-05-03,129.16, -228.67, 5.07, 1.39, 1.02, 4.2, suppf,
2015-05-04,129.01, -228.20, 5.60, 1.39, 1.02, 4.23, suppf,
2015-05-05,128.28, -227.49, 5.80, 1.5, 1.1, 4.55, suppf,
2015-05-06,129.32, -229.21, 9.47, 1.75, 1.24, 5.28, suppf,
2015-05-07,130.76, -230.94, 11.70, 1.61, 1.17, 4.86, suppf,
2015-05-08,130.00, -231.43, 10.86, 1.59, 1.16, 4.8, suppf,
2015-05-09,130.98, -231.74, 9.20, 1.61, 1.17, 4.88, suppf,
2015-05-10,129.82, -229.98, 12.15, 1.56, 1.13, 4.66, suppf,
2015-05-11,129.37, -230.17, 12.05, 1.58, 1.15, 4.77, suppf,
2015-05-12,130.86, -230.55, 8.92, 1.69, 1.22, 5.07, suppf,
2015-05-13,129.74, -230.69, 10.33, 1.81, 1.3, 5.26, suppf,
2015-05-14,129.13, -230.39, 11.65, 1.5, 1.13, 4.55, suppf,
2015-05-15,130.35, -231.70, 7.43, 1.43, 1.08, 4.32, suppf,
2015-05-16,129.86, -230.93, 7.33, 1.54, 1.19, 4.6, suppf,
2015-05-17,129.33, -228.08, 1.99, 1.78, 1.3, 5.42, suppf,
2015-05-18,129.32, -228.55, 4.50, 1.58, 1.15, 4.75, suppf,
2015-05-19,129.44, -229.49, 10.81, 1.5, 1.09, 4.5, suppf,
2015-05-20,128.21, -228.71, 10.11, 1.18, 0.91, 3.57, suppf,
2015-05-21,129.21, -228.30, 9.18, 1.57, 1.15, 4.74, suppf,
2015-05-22,130.09, -230.46, 13.47, 1.53, 1.11, 4.6, suppf,
2015-05-23,128.82, -229.13, 10.97, 1.45, 1.05, 4.33, suppf,
2015-05-24,129.97, -231.43, 11.84, 1.7, 1.2, 5.09, suppf,
2015-05-25,130.11, -231.51, 11.24, 1.54, 1.11, 4.67, suppf,
2015-05-26,130.08, -230.14, 15.47, 1.56, 1.12, 4.72, suppf,
2015-05-27,130.93, -230.93, 13.65, 1.6, 1.16, 4.87, suppf,
2015-05-28,129.44, -228.03, 7.89, 1.72, 1.24, 5.34, suppf,
2015-05-29,129.34, -231.67, 9.80, 1.69, 1.2, 5.13, suppf,
2015-05-30,128.28, -229.21, 11.99, 1.53, 1.1, 4.66, suppf,
2015-05-31,129.33, -232.40, 16.01, 1.44, 1.05, 4.37, suppf,
2015-06-01,130.77, -232.42, 15.97, 1.41, 1.02, 4.28, suppf,
2015-06-02,130.07, -232.03, 17.40, 1.33, 0.96, 4.01, suppf,
2015-06-03,130.67, -232.62, 20.53, 1.56, 1.12, 4.64, suppf,
2015-06-04,130.77, -235.49, 18.20, 1.44, 1.04, 4.39, suppf,
2015-06-05,129.15, -232.01, 18.58, 1.5, 1.08, 4.63, suppf,
2015-06-06,130.89, -233.59, 17.77, 1.38, 1, 4.19, suppf,
2015-06-07,129.72, -232.60, 19.53, 1.49, 1.07, 4.51, suppf,
2015-06-08,129.63, -232.81, 21.38, 1.56, 1.13, 4.78, suppf,
2015-06-09,130.41, -233.93, 18.71, 1.48, 1.07, 4.51, suppf,
2015-06-10,129.93, -233.31, 16.44, 1.45, 1.05, 4.41, suppf,
2015-06-11,129.63, -232.21, 13.25, 1.43, 1.06, 4.39, suppf,
2015-06-12,130.63, -232.33, 8.65, 1.39, 1.03, 4.25, suppf,
2015-06-13,130.47, -232.69, 8.80, 1.37, 1.01, 4.21, suppf,
2015-06-14,131.00, -232.75, 5.76, 1.32, 0.98, 4.04, suppf,
2015-06-15,131.01, -232.95, 10.70, 1.4, 1.02, 4.29, suppf,
2015-06-16,130.01, -232.81, 13.72, 1.29, 0.95, 3.96, suppf,
2015-06-17,130.54, -233.77, 17.37, 1.36, 1.01, 4.18, suppf,
2015-06-18,130.24, -234.52, 21.56, 1.42, 1.04, 4.36, suppf,
2015-06-19,130.19, -233.58, 20.64, 1.66, 1.21, 5.05, suppf,
2015-06-20,130.74, -233.03, 17.13, 1.23, 0.9, 3.72, suppf,
2015-06-21,131.06, -232.62, 15.03, 1.27, 0.93, 3.9, suppf,
2015-06-22,129.67, -231.12, 13.10, 1.36, 1.01, 4.11, suppf,
2015-06-23,131.14, -233.79, 11.72, 1.83, 1.31, 5.32, suppf,
2015-06-24,129.44, -233.12, 18.87, 1.57, 1.13, 4.79, suppf,
2015-06-25,132.44, -234.87, 19.69, 1.9, 1.38, 6.13, suppf,
2015-06-26,131.59, -233.55, 17.03, 1.47, 1.06, 4.49, suppf,
2015-06-27,132.28, -235.05, 16.38, 1.46, 1.06, 4.51, suppf,
2015-06-28,132.70, -234.78, 14.97, 1.4, 1.02, 4.34, suppf,
2015-06-29,132.42, -234.07, 18.17, 1.31, 0.96, 4.03, suppf,
2015-06-30,132.88, -233.63, 18.96, 1.53, 1.09, 4.7, suppf,
2015-07-01,133.33, -233.33, 16.66, 1.55, 1.12, 4.8, suppf,
2015-07-02,132.40, -233.88, 17.73, 1.25, 0.91, 3.86, suppf,
2015-07-03,131.97, -233.24, 13.52, 1.51, 1.08, 4.63, suppf,
2015-07-04,133.24, -235.27, 6.42, 1.76, 1.24, 5.39, suppf,
2015-07-05,131.60, -233.03, 12.38, 1.66, 1.18, 5.12, suppf,
2015-07-06,130.81, -232.50, 12.29, 1.86, 1.31, 5.73, suppf,
2015-07-07,132.02, -234.66, 13.96, 1.83, 1.3, 5.63, suppf,
2015-07-08,131.25, -233.93, 17.78, 1.34, 0.97, 4.07, suppf,
2015-07-09,130.69, -235.14, 20.42, 1.53, 1.1, 4.67, suppf,
2015-07-10,130.93, -233.83, 14.30, 1.67, 1.2, 5.08, suppf,
2015-07-11,132.84, -235.04, 17.56, 1.39, 1.01, 4.13, suppf,
2015-07-12,132.87, -235.10, 16.08, 1.38, 1, 4.23, suppf,
2015-07-13,133.13, -236.29, 18.64, 1.67, 1.25, 5.07, suppf,
2015-07-14,133.18, -235.90, 17.57, 1.67, 1.2, 5.14, suppf,
2015-07-15,132.39, -234.15, 17.23, 1.36, 0.98, 4.16, suppf,
2015-07-16,134.38, -236.18, 19.68, 1.5, 1.09, 4.64, suppf,
2015-07-17,132.44, -235.33, 18.45, 1.76, 1.27, 5.42, suppf,
2015-07-18,132.48, -235.56, 17.74, 1.38, 1.01, 4.2, suppf,
2015-07-19,132.03, -234.84, 12.85, 1.26, 0.92, 3.86, suppf,
2015-07-20,132.17, -235.70, 15.08, 1.27, 0.93, 3.9, suppf,
2015-07-21,132.41, -236.03, 16.39, 1.22, 0.92, 3.78, suppf,
2015-07-22,132.10, -237.20, 20.60, 1.48, 1.08, 4.57, suppf,
2015-07-23,134.31, -237.19, 17.86, 1.58, 1.21, 4.79, suppf,
2015-07-24,132.56, -236.45, 24.34, 1.24, 0.91, 3.82, suppf,
2015-07-25,132.89, -236.92, 23.34, 1.23, 0.91, 3.79, suppf,
2015-07-26,133.11, -237.24, 21.67, 1.35, 0.99, 4.15, suppf,
2015-07-27,131.44, -236.70, 20.78, 1.6, 1.19, 4.9, suppf,
2015-07-28,132.96, -237.17, 20.57, 1.34, 0.99, 4.04, suppf,
2015-07-29,133.66, -237.57, 22.33, 1.27, 0.93, 3.87, suppf,
2015-07-30,133.25, -238.02, 19.67, 1.33, 0.97, 4.07, suppf,
2015-07-31,133.11, -236.94, 20.07, 1.26, 0.93, 3.87, suppf,
2015-08-01,132.93, -237.60, 19.12, 1.28, 0.94, 3.92, suppf,
2015-08-02,133.00, -235.84, 17.84, 1.4, 1.03, 4.29, suppf,
2015-08-03,133.51, -236.73, 21.57, 1.3, 0.96, 3.98, suppf,
2015-08-04,133.58, -236.47, 19.84, 1.22, 0.9, 3.76, suppf,
2015-08-05,132.41, -237.22, 19.21, 1.6, 1.15, 4.87, suppf,
2015-08-06,134.41, -237.21, 16.86, 1.79, 1.29, 5.53, suppf,
2015-08-07,132.85, -236.85, 18.55, 1.6, 1.14, 4.86, suppf,
2015-08-08,133.12, -237.50, 26.60, 1.61, 1.16, 4.86, suppf,
2015-08-09,134.15, -239.46, 27.96, 1.69, 1.22, 5.18, suppf,
2015-08-10,133.93, -239.20, 25.13, 1.66, 1.22, 5.07, suppf,
2015-08-11,133.65, -238.89, 29.82, 1.48, 1.08, 4.61, suppf,
2015-08-12,134.47, -238.63, 27.14, 1.56, 1.12, 4.75, suppf,
2015-08-13,134.03, -238.91, 23.08, 1.37, 0.98, 4.18, suppf,
2015-08-14,134.23, -238.40, 21.07, 1.21, 0.89, 3.72, suppf,
2015-08-15,134.42, -237.47, 16.54, 1.63, 1.2, 4.95, suppf,
2015-08-16,134.52, -238.96, 18.98, 1.56, 1.17, 4.77, suppf,
2015-08-17,135.69, -239.69, 24.14, 1.65, 1.25, 5.18, suppf,
2015-08-18,133.09, -237.25, 20.95, 1.86, 1.35, 5.8, suppf,
2015-08-19,133.07, -239.76, 21.42, 1.31, 0.99, 4.1, suppf,
2015-08-20,133.43, -238.87, 20.84, 1.34, 0.98, 4.07, suppf,
2015-08-21,134.13, -239.80, 23.04, 1.66, 1.21, 5.08, suppf,
2015-08-22,132.24, -239.66, 24.52, 1.69, 1.22, 5.12, suppf,
2015-08-23,133.09, -239.77, 25.24, 1.48, 1.14, 4.53, suppf,
2015-08-24,133.21, -239.62, 23.26, 1.27, 0.93, 3.9, suppf,
2015-08-25,133.77, -238.77, 21.08, 1.32, 0.95, 3.99, suppf,
2015-08-26,134.48, -239.80, 21.24, 1.69, 1.18, 5, suppf,
2015-08-27,134.34, -240.49, 23.14, 1.99, 1.35, 5.83, suppf,
2015-08-28,133.40, -239.14, 28.70, 1.92, 1.31, 5.77, suppf,
2015-08-29,132.99, -240.30, 34.72, 1.41, 1.02, 4.32, suppf,
2015-08-30,134.44, -240.65, 34.45, 1.31, 0.94, 4, suppf,
2015-08-31,133.47, -240.91, 31.97, 1.29, 0.93, 3.95, suppf,
2015-09-01,133.94, -240.29, 25.84, 1.23, 0.9, 3.74, suppf,
2015-09-02,133.26, -240.21, 22.22, 1.19, 0.87, 3.64, suppf,
2015-09-03,134.48, -239.87, 21.13, 1.4, 1, 4.31, suppf,
2015-09-04,134.15, -241.42, 20.45, 1.63, 1.14, 4.92, suppf,
2015-09-05,135.29, -240.88, 23.79, 1.27, 0.91, 3.88, suppf,
2015-09-06,133.41, -240.53, 24.19, 1.22, 0.87, 3.69, suppf,
2015-09-07,133.16, -240.77, 26.38, 1.33, 0.95, 3.88, suppf,
2015-09-08,133.31, -241.57, 24.86, 1.45, 1.01, 4.27, suppf,
2015-09-09,135.94, -240.74, 28.32, 1.85, 1.45, 5.8, suppf,
2015-09-10,134.94, -241.87, 25.18, 2.01, 1.41, 6.15, suppf,
2015-09-11,134.61, -240.96, 28.52, 2.08, 1.5, 6.55, suppf,
2015-09-12,134.35, -241.49, 22.97, 1.73, 1.24, 5.25, suppf,
2015-09-13,133.94, -242.16, 24.42, 1.34, 0.94, 4.03, suppf,
2015-09-14,133.83, -241.20, 27.66, 1.41, 1, 4.29, suppf,
2015-09-15,134.29, -241.81, 29.84, 1.33, 0.99, 4.07, suppf,
2015-09-16,134.39, -242.23, 30.00, 1.32, 0.98, 4.03, suppf,
2015-09-17,134.42, -241.83, 28.82, 1.56, 1.12, 4.65, suppf,
2015-09-18,134.77, -242.79, 34.61, 1.84, 1.33, 5.55, suppf,
2015-09-19,134.40, -242.38, 34.33, 1.74, 1.26, 5.24, suppf,
2015-09-20,135.20, -243.26, 30.08, 1.71, 1.36, 5.3, suppf,
2015-09-21,135.98, -242.27, 28.37, 1.54, 1.13, 4.6, suppf,
2015-09-22,134.19, -242.34, 28.01, 1.49, 1.1, 4.47, suppf,
2015-09-23,134.47, -242.47, 28.23, 1.35, 1, 4.02, suppf,
2015-09-24,135.34, -241.65, 22.65, 1.4, 1.03, 4.19, suppf,
2015-09-25,134.90, -242.39, 27.74, 1.34, 0.99, 4, suppf,
2015-09-26,133.68, -242.07, 26.79, 1.33, 0.97, 3.97, suppf,
2015-09-27,134.36, -242.18, 29.58, 1.33, 0.98, 3.96, suppf,
2015-09-28,133.96, -242.43, 21.49, 1.75, 1.25, 5.2, suppf,
